,Region,Average_R2
1280,18_25416687_26446227,-0.23591079234939602
1281,18_26446227_28347718,-2.4637052826335344
1282,18_30286513_32684103,-2.047665027387916
1283,18_32684103_34200103,-0.7598790802019443
1284,18_34200103_36282001,-3.368638910880666
1285,18_36282001_37495287,-1.1682004509338424
1286,18_37495287_38785526,-0.3353912607754248
1287,18_40104403_42312683,-0.03313061402806259
1288,18_42312683_45342141,-10.984994797085907
1289,18_45342141_46719283,-2.6693848621845833
1290,18_46719283_48413361,-4.54755361577751
1291,18_48413361_50204214,-74.09416469712494
1292,18_53535815_54027805,-78.27284381332147
1293,18_54027805_57546606,-17.038187075150013
1294,18_57546606_58862988,-5.467713454712984
1295,18_58862988_59963251,-2.3028318664573546
1296,18_59963251_61353518,-1.6155922640939973
1297,18_61353518_62610482,-5.441561279592312
1298,18_62610482_64153018,-2.306844741677451
1299,18_64153018_65796166,-0.06470577686508454
1300,18_65796166_66585564,-0.5207519377677631
1301,18_66585564_68458580,-1.0329041595975226
1302,18_68458580_69508584,-1.096148261530198
1303,18_69508584_70953943,-0.8595546242221127
1304,18_71954382_73371239,-0.3019490495228292
1305,18_73371239_74304227,-0.13580586429483726
1306,18_74304227_75815032,-1.5369287305553054
1307,18_75815032_77101859,-3.170360929592424
1308,18_77101859_78216317,-0.37426613489241567
1309,18_78216317_79389991,-0.40774128166926993
1310,19_80840_610729,-0.9308998695153294
1311,19_2098397_3019662,-4.956996801008732
1312,19_3019662_4348970,-5.402708119060117
1313,19_4348970_5811841,-21.731488550713948
1314,19_5811841_6684874,-1.3005427857098362
1315,19_9127717_11173352,-221.90684148724523
1316,19_11173352_13360313,-42.260502221082746
1317,19_13360313_14375535,-1.2080583540602796
1318,19_14375535_15537799,-2.7415520953116106
1319,19_15537799_16263605,-7.536574033301757
1320,19_16263605_18299052,-11.299944192329928
1321,19_18299052_19766662,-1.1013033943421229
1322,19_19766662_20722951,-1066.247406423325
1323,19_20722951_22550094,-20.222802642408972
1324,19_22550094_23284944,-0.3025227090369821
1325,19_23284944_28066986,-1.2651898645755755
1326,19_28066986_29300040,-0.018376731970594216
1327,19_29300040_30237047,-1.425972104095433
1328,19_30237047_32255614,-0.5088764820139765
1329,19_32255614_33772047,-2.3655043178948687
1330,19_35978393_37036131,-1.2003157587367936
1331,19_37036131_39679979,-7.196928154082928
1332,19_39679979_40478694,-0.6926145967388831
1333,19_40478694_41625199,-2.1271522252879174
1334,19_41625199_43358303,-4.4454793272669715
1335,19_43358303_44239955,-1.0572042605540841
1336,19_44239955_45599439,-4.315598670845611
1337,19_45599439_46646825,-1.4241828082273873
1338,19_51029311_52482037,-274.72139800382945
1339,19_57009967_58607472,-2.2021935391644676
1340,20_79838_716956,-0.5880752536991766
1341,20_2488855_3847766,-4.706300482459014
1342,20_3847766_5497204,-23.838970493969647
1343,20_5497204_7103426,-2.8724477791383847
1344,20_7103426_8136364,-1.0565086972310855
1345,20_8136364_9750273,-2.240817750619438
1346,20_9750273_11268888,-0.6467597517062498
1347,20_11268888_12466851,-0.03030640839627714
1348,20_12466851_13709217,-0.4672173786034512
1349,20_13709217_15977714,-22.571497932274795
1350,20_17506587_18991559,-2.86151959675826
1351,20_18991559_20979069,-1.7303955900568404
1352,20_20979069_22510818,-0.14845870768154906
1353,20_22510818_23313153,-0.037414631571933386
1354,20_23313153_24737088,-2.1311156734786563
1355,20_24737088_25363595,-0.3059635507603096
1356,20_33027017_34225635,-0.43782415786585444
1357,20_34225635_36332043,-3.0653551289078047
1358,20_36332043_38281128,-4.988397623924372
1359,20_38281128_39808119,-0.508129720525975
1360,20_39808119_40982216,-0.025682034075456085
1361,20_40982216_41957049,-0.2765331964688759
1362,20_41957049_42986820,-1.4565963643898896
1363,20_42986820_44051536,-21.55122943226184
1364,20_44051536_46210417,-24.389046527894212
1365,20_46210417_48583442,-4.295673287959279
1366,20_48583442_50623121,-5.628791719362098
1367,20_53856010_55438728,-1.5978253588527997
1368,20_55438728_57872903,-129.24170402277812
1369,20_57872903_59831517,-51.482937813799296
1370,20_59831517_60986668,-0.2282804419565183
1371,20_60986668_62670503,-6.2504473456867045
1372,20_62670503_63558827,-5.571360949418773
1373,20_63558827_64333810,-1.1681704133516835
1374,21_14578661_16680846,-1.1694694274057693
1375,21_16680846_18108057,-0.5924828053703242
1376,21_18108057_19590025,-0.5667672017718545
1377,21_20700449_21990556,-0.2774855617889671
1378,21_25096809_25898707,-0.2898343207703747
1379,21_25898707_27752907,-1.3070362040643098
1380,21_27752907_29824708,-0.6896599384292038
1381,21_29824708_31296327,-11.75055882260553
1382,21_31296327_33004691,-9.94392074647379
1383,21_33004691_33853161,-0.6807918099038069
1384,21_33853161_35152076,-12.537829920787798
1385,21_35152076_36498481,-6.970714994835444
1386,21_36498481_37339402,-0.802094540519354
1387,21_37339402_39110976,-2.2443878798269346
1388,21_39110976_40017600,-18.116663502173186
1389,21_41901419_43086158,-13.861135517671233
1390,21_43086158_44757190,-18.642437240707427
1391,21_44757190_46072312,-4.546531957121521
1392,21_46072312_46699840,-0.78296707620732
1393,22_17193405_17813322,-0.7553375415321143
1394,22_22002927_23370460,-1.5014120542113354
1395,22_23370460_24588236,-2.884270868927339
1396,22_26395662_27438791,-0.09592899083071567
1397,22_27438791_29255810,-1.0892428332277206
1398,22_29255810_31043932,-2.362598166207351
1399,22_31043932_32268999,-1.2679550841963276
1400,22_32268999_34098925,-1.3998411796757584
1401,22_34098925_35134992,-0.043106530422167964
1402,22_35134992_37174229,-15.21791265636551
1403,22_37174229_38911889,-2.5487946753601065
1404,22_38911889_40149793,-1.331604753142978
1405,22_40149793_42294812,-2.177798592032216
1406,22_42294812_43318194,-2.5432666039068423
1407,22_43318194_44599428,-2.446642721188777
1408,22_44599428_46074615,-11.23870942600949
1409,22_46074615_47200568,-1.3621820559526683
1410,22_49430885_50804870,-3.190774504807049
